0	0.000000	+0.3698, -1.2230, -0.5887, 
1	0.000000	-0.7904, +0.9868, +0.0158, 
2	0.000000	+0.3956, +1.4115, -1.6102, 
3	0.000000	+1.5786, +1.1862, +0.8859, 
4	0.000000	+0.4005, -1.4560, -1.7758, 
5	0.000000	-1.1320, +0.7562, -1.5596, 
6	0.000000	+1.2005, -1.9929, +1.7428, 
7	0.000000	-1.4474, -1.0310, -1.5303, 
8	0.000000	-0.5283, -0.5462, +1.9641, 
9	0.000000	-0.0189, -0.6638, +1.0527, 
10	0.000000	+1.5363, -0.0626, -1.2775, 
11	0.000000	-1.3712, +0.0500, +0.1613, 
12	0.000000	-0.2753, +1.6013, +0.5758, 
13	0.000000	+1.8624, -1.4889, -0.3491, 
14	0.000000	-1.4433, -0.4744, -1.4589, 
15	0.000000	-1.6855, +0.6575, -1.3718, 
16	0.000000	-1.5414, +0.0468, +1.3696, 
17	0.000000	-1.5814, -0.0149, -0.6836, 
18	0.000000	-0.2155, -1.1106, -1.7403, 
19	0.000000	-0.3410, +1.0208, -0.5380, 
20	0.000000	-0.6520, -0.7379, -1.3738, 
21	0.000000	-0.7599, -0.1817, -1.3177, 
22	0.000000	+0.7909, -1.2264, -0.8620, 
23	0.000000	+1.9000, -0.4987, +1.0960, 
24	0.000000	-0.8211, +1.5953, +1.1549, 
25	0.000000	+1.1874, -0.9866, -0.5388, 
26	0.000000	+0.7623, +0.1352, +1.2748, 
27	0.000000	-0.2875, -1.6999, -1.9756, 
28	0.000000	-1.6711, -1.0784, -1.7889, 
29	0.000000	+0.8845, -0.5309, +0.7716, 
30	0.000000	+1.9159, +0.8691, +1.1764, 
31	0.000000	-1.4334, +0.1325, -0.4277, 
32	0.000000	+0.1171, -1.9068, -1.8458, 
33	0.000000	+0.5856, -0.5663, +0.8627, 
34	0.000000	+1.3488, +1.9452, -1.5834, 
35	0.000000	-1.0732, +0.2865, -0.2734, 
36	0.000000	+1.7179, -1.8672, -0.2606, 
37	0.000000	-0.0874, -0.1978, +1.5405, 
38	0.000000	-0.7649, +1.4598, +1.3885, 
39	0.000000	-1.8154, +0.8095, -0.8673, 
40	0.000000	+0.4741, +0.0548, +0.1992, 
41	0.000000	+0.0039, +1.0907, -0.8925, 
42	0.000000	-1.9022, +0.6571, -1.7649, 
43	0.000000	+0.2952, -1.1544, -1.7249, 
44	0.000000	-1.0863, +1.7110, +0.6796, 
45	0.000000	-0.6841, +0.6876, +0.0523, 
46	0.000000	+0.9270, -0.4519, +1.6618, 
47	0.000000	+0.3678, -0.6744, +0.3332, 
48	0.000000	-1.4987, -0.3843, +0.8006, 
49	0.000000	+0.0151, -0.8334, -1.6602, 
50	0.000000	-1.0967, -0.5714, +0.3254, 
51	0.000000	-0.4125, +0.7752, +0.0555, 
52	0.000000	+0.7589, +0.5804, -0.3561, 
53	0.000000	-1.8385, -1.5243, -0.6956, 
54	0.000000	+1.5216, +1.4103, -1.1129, 
55	0.000000	-1.9466, -0.8231, +1.1438, 
56	0.000000	+1.6951, -0.1417, +1.9157, 
57	0.000000	-1.8287, -1.3460, +1.9258, 
58	0.000000	-0.0004, +1.8657, -0.8304, 
59	0.000000	-1.9607, +0.1617, +0.8946, 
60	0.000000	+1.5410, -1.1845, -1.8620, 
61	0.000000	+1.0075, +0.6698, -1.9715, 
62	0.000000	-0.0258, +1.0277, +1.6429, 
63	0.000000	+0.9451, -0.0370, -1.7920, 
64	0.000000	+0.5429, +1.4688, -0.1828, 
65	0.000000	-0.5049, +1.3556, -0.6519, 
66	0.000000	-0.8403, -1.8441, +0.9867, 
67	0.000000	-0.3576, -0.2091, +0.8420, 
68	0.000000	-0.2516, -1.5943, -0.0710, 
69	0.000000	-0.9291, -1.3507, +0.8786, 
70	0.000000	+1.8821, -1.2859, +0.7083, 
71	0.000000	-0.4845, +0.6997, +1.3009, 
72	0.000000	-1.4051, +0.4328, +1.2097, 
73	0.000000	+0.4081, +1.2411, +1.6348, 
74	0.000000	-1.6762, -1.2099, -1.6412, 
75	0.000000	+0.9326, -0.8594, +0.2469, 
76	0.000000	+0.0045, -0.1288, +1.8635, 
77	0.000000	-1.7438, +1.9307, +0.6132, 
78	0.000000	-0.2031, +0.0700, -0.0337, 
79	0.000000	+1.7902, +0.5584, -0.9990, 
80	0.000000	-0.5195, +1.2954, -1.9003, 
81	0.000000	-0.7858, +0.0361, +0.8990, 
82	0.000000	-1.9051, +1.7822, -1.9810, 
83	0.000000	+1.8587, +0.5392, -0.5074, 
84	0.000000	+0.2387, -1.2703, +0.9218, 
85	0.000000	+0.6782, -1.3754, -1.2587, 
86	0.000000	-0.5338, -0.6750, -1.4282, 
87	0.000000	-1.3614, +0.8609, +0.4734, 
88	0.000000	+1.8177, -0.9818, -0.0938, 
89	0.000000	+1.7584, -1.9463, +1.8087, 
90	0.000000	-0.7369, +1.3480, +1.0943, 
91	0.000000	-0.9446, -1.8360, -1.6330, 
92	0.000000	+0.5671, +1.0789, -1.4889, 
93	0.000000	+1.5461, +1.9433, +0.1404, 
94	0.000000	+1.0678, -1.8693, -1.5935, 
95	0.000000	+1.6277, -0.3235, +0.5447, 
96	0.000000	-1.4493, -0.5671, -1.8902, 
97	0.000000	-1.5266, -1.8800, +1.4939, 
98	0.000000	+0.3183, +1.7794, +1.0754, 
99	0.000000	+0.4086, +1.2236, +0.6768, 
100	0.000000	+0.4004, +1.0510, -0.2499, 
101	0.000000	-0.2007, -1.6669, -0.0854, 
102	0.000000	-0.7303, -1.9344, -0.9972, 
103	0.000000	+0.3787, -0.6644, -0.4297, 
104	0.000000	+1.6981, +0.3281, -0.5009, 
105	0.000000	-1.7955, +0.0885, +0.6292, 
106	0.000000	-1.2779, -1.9246, -1.2696, 
107	0.000000	-1.5656, -1.5923, +0.6955, 
108	0.000000	+1.8496, -1.9332, -1.7381, 
109	0.000000	-1.4100, -0.6533, +0.8810, 
110	0.000000	-0.7781, -1.8422, -0.8043, 
111	0.000000	+0.0504, -0.6517, -0.8303, 
112	0.000000	-0.8037, +1.8239, -1.6166, 
113	0.000000	-1.2195, -0.2681, -0.7071, 
114	0.000000	-1.5181, +1.7374, +1.6443, 
115	0.000000	+0.8596, +0.8051, +1.5422, 
116	0.000000	-1.1638, -0.1114, +0.9694, 
117	0.000000	-1.2632, -0.1095, +0.6063, 
118	0.000000	-0.7366, -1.9107, +1.6927, 
119	0.000000	-0.8411, -1.6581, +0.6293, 
120	0.000000	+1.9333, +0.6876, -0.2400, 
121	0.000000	+0.5947, +0.3173, +0.4806, 
122	0.000000	-0.8912, -1.1123, -1.6968, 
123	0.000000	-1.7799, -0.4084, -1.3571, 
124	0.000000	-1.4987, -1.8857, +1.7889, 
125	0.000000	-0.8420, +0.2172, +1.0401, 
126	0.000000	-0.1387, +0.6921, +0.5411, 
127	0.000000	+0.2741, -0.6005, +0.6820, 
128	0.000000	-1.2760, -0.3041, -0.3711, 
129	0.000000	+1.9945, +0.9432, +1.4106, 
130	0.000000	-1.3849, -0.2449, -1.4085, 
131	0.000000	-1.2491, -1.8112, +1.6763, 
132	0.000000	+0.6773, +0.5717, +1.3118, 
133	0.000000	+0.4721, +0.1027, -0.1098, 
134	0.000000	-0.4522, -0.4310, -0.6479, 
135	0.000000	+1.1737, +1.6244, -0.7708, 
136	0.000000	+1.3056, +1.8316, -0.2237, 
137	0.000000	+0.7014, +0.0835, -0.6846, 
138	0.000000	+1.6708, -0.8375, -1.7950, 
139	0.000000	-1.8657, -1.3206, -1.9621, 
140	0.000000	+0.4427, +0.3327, +0.3601, 
141	0.000000	-1.1298, +1.5763, -1.6116, 
142	0.000000	+0.3502, -1.9444, +0.5145, 
143	0.000000	+0.5345, -1.2502, +0.9435, 
144	0.000000	+1.8082, +1.1881, +1.5903, 
145	0.000000	+0.9315, +0.4921, -1.3129, 
146	0.000000	-1.5225, -1.0046, +0.1900, 
147	0.000000	+0.4009, -1.7552, +0.8070, 
148	0.000000	-0.4762, +0.8531, +0.0677, 
149	0.000000	-0.1081, +0.8637, -0.0492, 
150	0.000000	+1.5981, -0.5776, +0.8086, 
151	0.000000	-0.1762, -0.2917, -1.7712, 
152	0.000000	-0.4046, +1.1524, -1.6394, 
153	0.000000	+1.9248, +0.1539, -1.1145, 
154	0.000000	+0.2247, +0.0280, +1.2178, 
155	0.000000	+0.5930, +1.4662, -1.0927, 
156	0.000000	+0.1052, +1.4115, +1.4945, 
157	0.000000	-0.5041, -1.4617, +1.6252, 
158	0.000000	-1.7889, -1.3067, -1.1409, 
159	0.000000	-0.9339, -1.9684, +0.8093, 
160	0.000000	+1.5494, -1.9228, -0.2782, 
161	0.000000	+0.7257, +0.0610, +0.7656, 
162	0.000000	-0.1411, +1.3529, +1.0115, 
163	0.000000	-0.2158, -1.0171, +0.4153, 
164	0.000000	-1.0648, -0.5232, +0.5684, 
165	0.000000	+0.4881, +1.0687, +0.8665, 
166	0.000000	+0.7351, -0.0376, -0.0049, 
167	0.000000	+0.8117, -1.3238, -1.0474, 
168	0.000000	-0.6569, +1.1519, +1.9374, 
169	0.000000	-0.9039, -1.1233, -0.6079, 
170	0.000000	+0.3663, -0.6236, +0.7591, 
171	0.000000	+1.7128, +0.3442, +0.2882, 
172	0.000000	-0.8114, +0.1207, -0.7325, 
173	0.000000	+0.9823, +0.3446, -0.3796, 
174	0.000000	+0.3721, -0.8330, +0.6373, 
175	0.000000	-0.1162, -0.5902, -0.1351, 
176	0.000000	+1.9502, -0.6024, +0.7337, 
177	0.000000	-0.4136, +1.1403, +0.0683, 
178	0.000000	-0.8578, +1.7143, -1.3642, 
